barcode,vc1,s61_vc12,s40_vc16,s41_vc16,s58_vc09,s59_vc09,s60_vc09,s1_vc10,s10_vc10,s11_vc10,s12_vc10,s13_vc10,s14_vc10,s15_vc10,s16_vc10,s17_vc10,s18_vc10,s19_vc10,s2_vc10,s3_vc10,s4_vc10,s5_vc10,s6_vc10,s7_vc10,s8_vc10,s9_vc10,s63_vc11,s64_vc11,s46_vc16,s47_vc16,s48_vc16,s49_vc16,s50_vc16,s51_vc16,s52_vc16,s53_vc16,s54_vc16,s55_vc16,s56_vc16,s57_vc16,s58_vc16,s59_vc16,s60_vc16,s61_vc16,s62_vc16,s63_vc16,s64_vc16,s43_vc17,s44_vc17,s45_vc17,s46_vc17,s47_vc17,s48_vc17,s49_vc17,s50_vc17,s51_vc17,s52_vc17,s53_vc17,s54_vc17,s55_vc17,s56_vc17,s57_vc17,s58_vc17,s59_vc17,s60_vc17
lm92 mapping,121,766,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,408,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm93 mapping,2673,15187,1942,15118,4504,2343,3807,601,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,7076,6520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm94 mapping,1261,8032,1624,11101,1417,2909,2322,0,23572,37369,952,15539,15905,771,4836,19747,39733,21720,0,0,0,0,29591,26425,23809,34572,4359,3829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm95 mapping,215,838,343,0,1946,581,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm96 mapping,207,1205,0,1850,2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm97 mapping,410,3614,606,2624,0,0,2529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1414,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm98 mapping,1598,12283,4330,2448,4713,321,1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4928,4905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm99 mapping,1217,5324,1042,2634,5109,459,4085,0,0,0,0,0,0,0,0,0,0,0,622,25138,213,0,0,0,0,0,4111,3848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm100 mapping,1882,13035,2112,4097,3874,0,1549,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4995,5043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm101 mapping,810,5067,1214,4515,0,0,1029,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2872,2640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm102 mapping,1334,7866,4372,3400,669,2424,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3554,3143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm103 mapping,154,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm104 mapping,363,1726,1261,2936,0,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm105 mapping,274,2249,101,3222,0,0,2221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm106 mapping,1600,10594,981,3018,383,3827,968,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4280,3896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm107 mapping,259,1351,0,1812,636,750,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm108 mapping,474,3021,467,2892,0,1190,1246,25,0,0,0,0,0,0,0,0,0,0,878,0,0,0,0,0,0,0,1464,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm109 mapping,696,6178,1742,3026,0,4766,1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2180,2334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm110 mapping,152,1468,946,1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
lm111 mapping,907,4948,1099,2374,2057,2732,3099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2644,2688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm112 mapping,1812,9618,0,1875,4827,3473,729,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4550,4301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm113 mapping,687,3366,1813,1494,0,2759,885,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,1829,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm114 mapping,847,4681,0,0,0,0,2911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2895,2490,995045,847578,828393,628695,684509,1144785,554412,619160,554588,891692,215394,260054,226598,612254,223398,468468,797694,253530,624334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm115 mapping,686,5336,633,876,2607,3048,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2379,1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm116 mapping,1709,10324,1384,10660,744,2556,2252,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5727,5175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm117 mapping,744,6369,1630,5529,4348,2179,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2764,2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm118 mapping,528,4288,667,122,1276,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm119 mapping,1311,7459,1894,4055,603,1124,3505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3992,3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm120 mapping,749,4753,1141,2079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1946,1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm121 mapping,738,5268,612,2389,0,693,0,0,0,0,0,0,0,0,0,0,0,0,35407,0,0,0,0,0,0,0,2339,2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm122 mapping,331,2706,0,0,0,0,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm123 mapping,494,2352,1129,972,11,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418,1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm124 mapping,452,4300,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm125 mapping,720,5186,2465,302,0,1196,2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2256,2121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm126 mapping,249,1111,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm127 mapping,554,1527,759,2784,972,2101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1061,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm128 mapping,758,3320,2751,108,512,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1847,1927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm129 mapping,402,2867,1678,1049,0,1173,994,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,799,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm130 mapping,1078,8052,4128,164,1379,1931,2635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2986,2751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601123,36134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm131 mapping,690,4702,464,1436,1152,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2262,2218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm132 mapping,149,703,883,2050,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,575,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm133 mapping,1767,12693,1997,5006,1319,1690,1367,25,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,5348,4904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm134 mapping,410,3144,1553,1695,0,2248,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm135 mapping,1318,7462,3111,2183,686,1616,4881,1540,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,3543,3690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm136 mapping,1089,8577,2357,4115,1649,1500,2198,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3245,3087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm137 mapping,1385,7395,108,2323,830,4128,1911,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3830,3704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm138 mapping,849,4212,0,0,2101,548,749,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2318,2211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm139 mapping,344,3125,0,2590,0,560,1007,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,1367,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm140 mapping,733,5181,1303,5168,0,1561,3236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1832,1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm141 mapping,1995,14566,4702,5226,0,0,3694,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,6413,5994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm142 mapping,408,3346,1783,1175,0,1744,3210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1174,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm143 mapping,632,3808,15,0,0,790,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1718,1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm144 mapping,353,2779,0,1972,776,943,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm145 mapping,286,766,0,622,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm146 mapping,1148,8857,3760,6248,600,1855,715,3707,0,0,0,0,0,0,0,0,0,0,10460,22985,39042,0,0,0,0,0,3416,3210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm147 mapping,912,3978,1970,1846,1427,2563,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2125,1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm148 mapping,354,1579,0,869,0,863,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm149 mapping,273,3569,874,0,0,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,917,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm150 mapping,1282,9694,3046,1834,855,2274,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3940,3543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm151 mapping,533,1881,688,824,319,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm152 mapping,1235,5242,1324,0,594,893,1478,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3619,3295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm153 mapping,1308,5203,2726,2767,1902,937,1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3151,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27326,4454
lm154 mapping,651,5092,3363,2441,702,1630,743,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2376,2227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm155 mapping,1087,5707,2526,4765,2402,1868,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2625,2761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm156 mapping,1188,8082,1034,3821,1564,3481,2850,1498,0,0,1,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,3473,3288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm157 mapping,1051,4658,0,312,0,0,4421,10,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,0,0,3160,2915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm158 mapping,1755,11802,2025,10579,1832,3985,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5138,5013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563215,121015,918246
lm159 mapping,575,2543,523,1241,971,0,2907,6408,0,0,0,0,0,0,0,0,0,0,257,0,241,0,0,0,0,0,1901,1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm160 mapping,941,8389,464,357,2419,0,1085,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,2778,2923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
lm161 mapping,76,738,0,0,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm162 mapping,106,1005,401,0,1111,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm163 mapping,578,1757,817,449,0,1439,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm164 mapping,96,931,0,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm165 mapping,346,1986,309,836,938,765,1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm166 mapping,641,3775,231,1002,542,924,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707,1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm167 mapping,393,2388,0,0,0,794,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm168 mapping,915,4125,0,1666,1718,0,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2641,2319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm169 mapping,327,1415,1092,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm170 mapping,681,4275,1286,975,588,601,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm171 mapping,640,2447,967,517,658,78,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1173,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm172 mapping,480,2440,332,4318,1034,0,1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm173 mapping,1093,3281,1669,0,844,0,1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1833,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm174 mapping,858,4192,79,4464,26,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2135,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm175 mapping,651,3760,0,3528,0,790,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1730,1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm176 mapping,79,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,408,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm177 mapping,1480,7692,1863,2880,2646,5169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3517,3571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm178 mapping,874,5243,2713,3614,640,657,3147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2937,2771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm179 mapping,1679,11716,2419,9824,0,0,1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4896,5206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm180 mapping,1616,12406,2816,2961,3195,744,6302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5314,4797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm181 mapping,129,498,0,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm182 mapping,2410,15460,3421,6228,2369,0,3182,3,0,1,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,6834,6282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm183 mapping,593,1582,1371,1956,466,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606,1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm184 mapping,50,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lm185 mapping,538,2318,476,4427,1036,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1301,1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
