barcode,in0a,in0a_v2,in0a_v3,in0a_v4,in0a_v5,in0a_v6,in0a_v7,in0a_v8,L7167,L7168,L7169,L7170,L7176,L7177,L7178,L7179,L7180,L7181,L7182,L7183,L7184,L7189,L7190,L7191,L7192,L7193,L7194,L7195,L7196,L7197,L7198,L7199,L7200,L7402,L7404,L7405,L7406,L7407,L7408,L7410,L7411,L7412,L7413,L7414,L7417,S7167,S7168,S7169,S7170,S7176,S7177,S7178,S7179,S7180,S7181,S7182,S7183,S7184,S7189,S7190,S7191,S7192,S7193,S7194,S7195,S7196,S7197,S7198,S7199,S7200,S7401,S7402,S7403,S7404,S7405,S7406,S7407,S7408,S7409,S7410,S7411,S7412,S7413,S7414,S7415,S7416,S7417,S7418,L7028,L7032,L7034,L7037,S7028,S7029,S7030,S7031,S7032,S7033,S7035,S7036,S7037,U7027,U7028,U7029,U7030,U7031,U7032,U7033,U7034,U7035,U7036,L7039,L7040,L7041,L7042,L7043,L7045,L7046,L7048,S7039,S7040,S7041,S7042,S7043,S7045,S7046,S7047,S7048,U7039,U7040,U7041,U7042,U7043,U7045,U7046,U7047,U7048,L1,L10,L11,L12,L13,L14,L2,L3,L4,L5,L6,L7,L7094,L7095,L7096,L7097,L7098,L7099,L7100,L9,S1,S10,S11,S12,S13,S14,S2,S3,S4,S5,S6,S7,S7094,S7095,S7096,S7097,S7098,S7099,S7100,S9,U1,U10,U11,U12,U13,U14,U2,U3,U4,U5,U6,U7,U7094,U7095,U7096,U7097,U7098,U7099,U7100,U9
"Cluster_9800,contig_0 consensus mapping",75,75,75,75,147,111,82,117,591,1,0,3,0,0,0,0,0,1,3,0,0,0,3,5049,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,2,2,0,2,740,0,0,0,0,2,4,1505,0,0,0,1,6087,785,0,0,2,187,0,0,2,1,0,0,0,0,0,2,0,0,1,0,0,0,0,2064,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3586,0,0,0,0,0,0,1,0,421,63,1,1,0,540,2843,34,22,88,0,7,5,1,600,1,661,9051,8,1,0,0,261,367,0,0,2,7,170,0,0,0,302,530,1,0,0,86,14,332,0,42,325,0,0,52,175,71,1,4,0,1067,2,10,0,92
"Cluster_11941,contig_0 consensus mapping",128,122,128,122,190,139,110,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,537,0,0,0,557,577,0,0,0,0,0,3327,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,853,1,0,0,0,3,0,14,94,157,2,5,0,2,0,1,421,6,3,0,110,0,370,0,1,2,0,1,1,0,1,0,0,363,0,1,0,264,3,451,259,98,89,809,2,1566,2,179,149,1,463,105,453,2,495,42
"Cluster_18552,contig_0 consensus mapping",81,92,81,92,133,114,84,119,0,7,0,0,0,0,2,0,0,0,5,0,7,1,0,0,0,330,3,0,0,2,2670,0,0,0,0,0,0,8929,0,0,0,2,0,0,0,5,2,0,347,0,0,2,0,0,0,6,1,1,0,1,0,1,0,0,0,1487,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2592,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,79,207,63,0,5,0,0,139,61,0,9,1,0,172,0,259,10704,2,243,56,2,1,0,0,0,0,752,300,92,0,3,50,0,0,0,1,1081,4,2,26,176,549,311,0,5,0,0,100,501,0,104,582,281,433,134
"Cluster_21466,contig_0 consensus mapping",109,105,109,105,144,122,117,137,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,446,0,0,0,0,0,0,1,0,0,0,996,0,0,1,0,248,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2367,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,1,0,0,275,0,0,1,106,115,1503,0,34,197,565,1,0,0,0,1,0,121,0,0,1,1,1,0,0,1,0,6593,1,106,50,0,0,654,0,1,39,18,26,0,1,0,53,344,1,214,0,0,0,0,0,3,70
"Cluster_23377,contig_0 consensus mapping",111,104,111,104,182,156,123,151,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,201,0,326,19,0,1,0,59,37,247,0,57,291,0,0,1,426,3,0,2,132,3,818,434,0,0,1,4,1,2,1,0,32,431,1,0,1,1030,8,1098,81,357,933,133,471,86,402,1,148,2,10,497,333,183,54,73
"Cluster_31068,contig_0 consensus mapping",116,108,116,108,163,111,84,144,0,0,0,0,0,1,1,3904,0,0,0,0,0,0,0,0,0,3,0,0,1192,0,1,0,3,0,0,0,0,1,0,0,2,0,0,0,0,602,0,2,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,555,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49864,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,22,0,0,1,0,4,0,0,0,1,0,1,66,159,280,1,4,36,617,0,1,0,0,0,2,0,0,0,0,0,0,0,382,0,75,0,0,278,1,0,1,0,1,0,0,419,22,0,0,543,9,34,0,550,134,0,15,79,0,29,1
"Cluster_31524,contig_0 consensus mapping",121,121,121,121,204,150,114,155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1125,73,2,24,0,0,3,9,491,159,3,64,314,1,0,1,119,2,1,318,1,2,498,0,0,0,2,2,339,0,1,0,116,290,2,2,270,0,10,2,190,36,558,0,1,14,80,1,253,1,2,861,126,0,16,73
"Cluster_31712,contig_0 consensus mapping",128,135,128,135,208,155,114,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1934,0,450,0,156,0,531,2684,4,64,3,0,252,1286,1,1,0,567,5,4,232,0,0,2,1,0,0,1,3,7,1,0,0,871,2,0,0,1,0,1,66,0,251,0,0,2,721,1,0,0,412,582,56,271,12,0,0
"Cluster_26043,contig_0 consensus mapping",85,81,85,81,121,91,73,98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,0,0,0,0,0,3083,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,3,9,312,0,2,6,0,67,138,0,1,15,36,236,0,2,3,13,0,294,197,2,2,0,0,0,0,298,0,162,0,0,0,187,0,1,136,0,2,1,242,600,105,4,576,2649,158,205,44,1,534,1238,0,1058,453,29
"Cluster_24869,contig_0 consensus mapping",106,128,106,128,198,136,120,186,0,0,0,0,0,3,0,1,1,0,0,68,0,2,3,0,0,0,0,0,2,0,1,1,2,0,0,1,0,0,1,0,2,0,0,0,0,0,1455,1,347,0,1,0,0,2,0,0,914,1,1,0,0,3452,0,1,6,0,282,0,4654,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,786,8,0,0,0,0,0,0,0,3181,0,5,4,1780,2329,2097,62,255,484,1,2,3,1,442,5,1,8,23,1,0,1,150,168,733,2,469,8,735,689,0,4403,1,1092,386,219,1,9,325,1501,1,3,231,1699,6,7,162,379,0,291,0,50,290,237,131,387,0,1,2,229,7,42
"Cluster_31682,contig_0 consensus mapping",117,97,117,97,201,163,106,173,0,0,61,0,28,1,0,1,0,0,0,0,0,0,109,0,68,2,1,54,1,0,0,0,4,0,1,0,0,0,0,38,0,0,0,0,0,0,0,0,134,1434,449,1,0,0,0,0,0,0,69209,0,0,830,0,2,5,508,1173,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178,0,0,0,0,0,0,0,4,0,0,174,0,1,0,422,57,2,22,0,2,1,1,258,30,1,2,1,247,0,0,738,4,3,572,1,0,1,800,1,1,0,1,305,139,0,1,297,380,0,1,0,1,0,2,0,35,0,0,0,815,302,0,0,31,0,412,1,1,0,0
"Cluster_15342,contig_0 consensus mapping",111,110,111,110,171,162,112,155,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,408,781,1,270,0,1,0,0,0,0,0,0,0,0,0,0,1015,0,0,2,0,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,13,3,4,0,0,0,0,0,5,2,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1313,0,0,0,0,0,0,0,4,0,0,0,0,382,1,201,49,1,35,1,1,7,160,194,0,0,302,1477,1,0,1,538,94,433,194,44,0,767,53,0,0,3,149,248,159,0,0,928,208,1,0,0,93,5,35,14,43,1,311,0,53,308,0,0,1,1,797,2,8,0,0
"Cluster_8034,contig_0 consensus mapping",99,89,99,89,178,139,90,146,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1840,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691,1,740,0,1,2,0,1,2,31607,0,2,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,1121,0,0,0,7,0,0,0,0,0,0,0,3642,0,0,1,2,6160,227,3,388,55,0,0,2,0,57,1,0,4,38,1,0,3,705,3,3,89,60,0,2382,0,1,1,0,158,2,0,3925,0,2,0,1,0,186,0,0,1,299,76,0,97,0,5,28,458,167,4,0,872,1,1,234,35
"Cluster_11080,contig_0 consensus mapping",146,127,146,127,213,147,122,177,0,0,0,0,0,1743,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,20,0,1392,1,0,0,0,0,822,0,0,0,0,1,0,0,0,677,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,3,135,56,0,160,1,6,0,1,149,8,0,6,15,2,1880,3,60,6,0,764,138,2,22,3,212,0,4,132,0,21,2,0,328,704,4,0,0,75,22,1081,82,760,774,6,218,2086,1,535,55,1499,694,1016,1,162,21,56
"Cluster_16585,contig_0 consensus mapping",99,82,99,82,158,123,90,134,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,8,2,2,0,10,4,215,1002,91,116,2003,3,5,4,1,1,0,521,1,6,0,0,1,2,1,1,0,2,172,1,1,1,1,207,257,1,1,275,0,8,202,79,159,0,330,704,98,524,1,0,815,1,747,360,220,123,0
"Cluster_19086,contig_0 consensus mapping",91,88,91,88,156,96,84,129,0,1,0,0,0,0,0,0,0,0,0,3,0,9692,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,0,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7991,0,0,0,0,0,0,0,11,0,0,0,0,462,0,1183,1,0,4,0,3816,0,364,0,2,0,9,259,0,0,50,218,1047,1,0,166,7,1,1,326,2,519,1,0,1,0,190,248,1,0,3,85,0,0,0,1,2,1,1,0,1066,6,2,0,5,11,1,161,0,0,1,1,180,0,2
"Cluster_12493,contig_0 consensus mapping",114,113,114,113,152,106,109,139,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,418,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,699,0,0,1,893,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,669,158,0,2,2,1,1,605,47,3545,0,8,27,557,0,0,282,0,0,1,106,0,0,360,0,0,0,8,794,167,1,0,134,886,0,0,1,0,7,6,66,24,0,352,0,0,1,1,0,515,0,0,0,1,0,0
"Cluster_7077,contig_0 consensus mapping",113,148,113,148,190,160,88,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0,170,6,293,0,4,1,2,2,339,4,5,542,2978,1,0,0,107,2,5,101,51,0,562,0,0,1,1,237,26,3,0,3,304,0,0,9346,1,1163,8,2,363,49,0,259,564,224,92,802,1,4,3,801,216,576,52,10
"Cluster_10620,contig_0 consensus mapping",98,100,98,100,158,113,101,155,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,709,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1424,0,0,0,0,0,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,140,2,1,0,3233,0,92,0,233,0,0,0,157,126,1015,0,57,290,2,1,0,479,4,3,2,174,15,203,0,0,3,1,151,315,0,0,0,140,0,0,0,643,0,14,76,0,41,0,549,0,28,117,417,101,572,0,919,275,63,10,39
"Cluster_10416,contig_0 consensus mapping",99,99,99,99,150,131,106,138,0,1,2,0,1,384,0,0,3,0,0,0,0,0,4,1,1220,0,3,1,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,2,0,0,672,0,150,0,1,1,0,4300,0,0,1,0,0,0,0,0,3,0,0,633,0,0,2,0,1,0,3461,1,3,10330,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,106,0,0,0,0,1,45,549,213,0,40,257,18,0,0,442,0,2,134,152,1,380,0,0,0,1,355,541,100,0,0,0,315,0,0,1,0,0,2,7,28,0,1,0,0,0,0,0,1,0,1,1,1,0,0
"Cluster_1064,contig_0 consensus mapping",82,75,82,75,133,117,84,134,9,0,0,19990,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,1,1,2,0,0,0,0,0,0,5,0,0,0,2,0,0,0,10,0,0,0,272,0,1,0,0,0,4,0,353,0,0,4134,11,1001,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,456,0,0,0,0,0,0,0,0,0,0,8,5175,0,5,2,1,0,536,3,1,1,38,104,1233,1,7,19,0,0,1,892,5,1,0,68,5,349,0,0,6,0,92,1,43,0,11,127,1,1,1,233,7,9,1,11,255,0,1,1185,24,55,20,0,125,395,112,561,1,40,5
"Cluster_27728,contig_0 consensus mapping",99,94,99,94,149,113,79,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,290,0,0,0,1,0,0,0,0,0,0,0,0,0,0,947,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,690,0,0,0,0,0,0,0,0,2558,0,0,0,0,0,0,0,6,0,0,0,0,0,3511,3,2,1,1051,86,838,288,26,3,1,0,96,161,48784,11,15,0,0,0,542,3,1,253,149,10,527,0,0,3021,5153,126,327,0,0,11,3,198,20,50,2,7,1,3,158,47,2,5,31,1898,82,1,8,464,790,7,11,165,0,16
"Cluster_30252,contig_0 consensus mapping",99,144,99,144,180,128,125,147,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,801,0,214,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,2,5958,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,28,0,1,1,0,0,0,0,36396,0,0,0,0,0,0,0,43,0,0,1,1,1,351,80,302,145,2,1,3,180,101,59,1,39,156,0,1,0,119,81,356,1,222,3,474,272,1,1,2,351,371,274,0,1,94,9,2,3,12,783,14,417,112,285,221,616,608,52,241,284,107,420,25,1150,878,506,254,268
"Cluster_21948,contig_0 consensus mapping",131,134,131,134,203,128,108,143,1786,1,0,5,0,3,0,0,0,0,3,1,12624,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,3,0,0,2,0,0,0,1,3,894,2,261,0,0,0,0,0,0,2,0,0,0,2,1,1163,0,0,1,0,301,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1983,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,290,379,0,9,1,27,836,10632,60,0,1,1,1,359,55,1,44,251,0,36,1,528,24,95,1,352,1,228,390,0,1,10,402,57,301,1,1,243,78,0,0,537,1,12,260,15,47,371,0,790,45,147,0,209,2,543,799,1,1,0,44
"Cluster_21896,contig_0 consensus mapping",126,112,126,112,189,148,117,164,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,692,0,157,0,0,0,0,0,0,0,0,0,223,0,0,0,0,205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1161,0,0,1,0,0,0,0,1598,0,0,0,0,0,0,2,0,0,170,96,0,161,5,0,1,9,267,4,4,29,145,0,1,0,34,1,1,200,34,3,189,2,1,0,2,570,487,150,0,1,144,84,2,6205,538,2,16,109,100,47,0,246,507,8,19,0,213,72,2,5,2,5,18,0
"Cluster_19521,contig_0 consensus mapping",97,96,97,96,172,125,101,136,910,0,0,0,0,0,0,0,0,0,0,791,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,331,8,0,0,0,0,1,0,0,1,0,2,1,0,0,0,1,666,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2311,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,189,115,1,1,2,0,3,84,208,1,1,67,287,88,0,0,1081,2,10,258,165,0,5438,0,0,0,1,1,476,2,0,0,48,600,0,6,1,1,2,1,437,44,397,0,1,0,3,507,1391,5,1862,884,3,381,0,74
"Cluster_13060,contig_0 consensus mapping",81,96,81,96,178,105,98,159,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,258,0,376,1,0,0,0,0,0,0,0,0,0,451,0,0,2,674,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,475,56,0,582,1,0,0,69,194,3,1,12,48,0,1,0,961,2,2,186,0,2,0,511,0,2,1,308,186,2,0,1,26,709,1,0,4,899,5,75,20,41,313,1,0,1,14,1,165,1,0,9,25,280,256,0
"Cluster_5563,contig_0 consensus mapping",100,87,100,87,181,120,71,132,0,0,1,0,2,3,1,0,0,0,0,370,0,0,0,0,2,0,2,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,561,0,0,0,0,0,1,1,2,0,0,394,0,0,0,395,447,801,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,9,504,33,0,0,2,1,0,83,438,50,1,4,1,0,0,0,139,2,0,1,52,0,2,292,0,0,0,296,130,0,0,0,133,1,0,2,12,0,7,217,63,651,131,0,1064,1,3,0,26,1,927,3,0,0,0,77
"Cluster_10305,contig_0 consensus mapping",100,100,100,100,152,120,76,110,323,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,1013,570,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,3,0,0,0,26927,0,0,0,0,1,0,0,23,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,1,40,0,4,0,14,239,0,0,20,62,0,0,0,10,11469,0,215,14,0,0,0,0,0,0,18,157,0,0,0,134,0,0,0,0,0,3,318,0,47,0,181,0,91,1,42,0,3,3,492,2,180,0,128
"Cluster_11743,contig_0 consensus mapping",89,104,89,104,171,149,84,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,0,0,0,0,0,0,0,0,0,0,0,0,2,9365,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,2,0,0,12,0,0,0,0,8,0,0,5449,0,0,0,0,3595,0,1621,1,0,6,175,120,0,1222,1,3,1,0,86,3573,1,260,1424,206,0,0,457,0,4,205,0,0,2,181,0,0,1,9,577,122,0,1,235,1,2,1,1,0,12,303,128,489,386,671,662,130,725,87,535,6,1,2,4,2,0,1
"Cluster_23686,contig_0 consensus mapping",131,121,131,121,211,163,119,176,0,0,5,0,0,0,11,1,0,0,0,1,0,0,0,0,3606,48,20606,3,1,11,2,1,0,6,1,0,0,0,0,3,0,14,0,0,0,0,495,0,230,0,0,10,2311,0,0,0,1,0,0,0,0,0,0,1,0,8,2,0,0,21,0,15,0,0,0,0,0,0,0,10936,0,0,0,0,0,0,0,16,0,0,0,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6700,0,0,0,0,0,0,0,14,7,5,1,483,331,0,1159,71,0,0,1,133,453,2677,0,50,259,2,0,1,291,2,3,147,51,8,770,1,0,3,3,196,1,0,0,10664,0,161,0,0,1,534,4,273,143,272,2,92,0,82,365,1,104,1,0,2,2,11,19,57
