barcode,in.0bp5,in.0ap4,in.0a,in.0b,in.0c,bile19,bile20,brain20,kidney20,l1,l10,l11,l12,l13,l14,l15,l16,l17,l18,l19,l2,l3,l4,l5,l6,l7,l8,l9,liver20,s1,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s2,s3,s4,s5,s6,s7,s8,s9,spleen20
"Cluster_15762,contig_0 consensus mapping",297,148,191,162,142,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_12024,contig_0 consensus mapping",397,149,209,206,149,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,992
"Cluster_847,contig_0 consensus mapping",321,165,212,160,130,0,0,0,0,0,0,0,0,0,2232,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cluster_7165,contig_0 consensus mapping",297,141,159,171,128,0,0,0,3,0,0,0,1,206,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1588,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_5160,contig_0 consensus mapping",316,126,149,148,109,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2505,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0
"Cluster_11851,contig_0 consensus mapping",317,125,172,160,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_20046,contig_0 consensus mapping",376,168,213,212,181,0,0,4,0,0,6,0,0,5,0,3,0,0,7,0,5,0,0,3424,0,3,0,0,1,0,3974,0,0,5333,0,0,2,1,2,1,2,0,0,2,0,0,3,0,0
"Cluster_5127,contig_0 consensus mapping",386,180,239,223,182,0,0,4,0,0,5,1536,0,0,0,0,0,0,4865,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Cluster_4718,contig_0 consensus mapping",239,99,106,109,91,0,5,0,0,7,1,0,0,0,0,0,0,0,764,0,0,0,0,0,0,0,0,2,4,0,0,0,3901,1,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0
"Cluster_10148,contig_0 consensus mapping",207,114,137,115,95,0,0,0,0,0,1,0,0,0,0,0,0,0,383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Cluster_14716,contig_0 consensus mapping",325,138,156,145,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_12995,contig_0 consensus mapping",359,141,233,172,135,0,0,5,0,0,9,0,0,0,0,0,1,0,7618,0,11,0,3,3,0,0,0,0,4,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_5526,contig_0 consensus mapping",371,151,204,198,136,0,0,3,0,0,1,163,0,24,0,0,0,0,1205,3,0,2,0,27,0,0,0,0,31,0,1,0,0,0,0,0,15,0,0,0,0,1,0,1,1,1,26987,0,1056
"Cluster_25713,contig_0 consensus mapping",301,138,135,165,124,0,0,0,0,0,0,2184,0,0,457,3040,5,153,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1959,0,0,0,1,0,2,0,0,0,1,0,0,0,1
"Cluster_27291,contig_0 consensus mapping",413,186,201,189,180,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,12,0,0,3513,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
"Cluster_128,contig_0 consensus mapping",389,168,261,189,164,0,1,4,0,2,5039,879,0,449,1,0,5,2,1,0,4,1,0,0,0,0,6,3,1,0,0,5263,2146,1,1,0,2,0,0,7,0,1,2,1,0,0,1,0,0
"Cluster_9131,contig_0 consensus mapping",231,134,124,132,99,0,0,0,0,0,0,0,123,620,0,0,0,71,0,0,0,0,0,1,0,0,9,0,1,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_24625,contig_0 consensus mapping",319,127,229,186,134,0,0,0,0,0,0,3772,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3
"Cluster_27524,contig_0 consensus mapping",395,184,218,202,200,0,0,0,0,0,0,0,0,1,0,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Cluster_27740,contig_0 consensus mapping",269,161,181,186,130,0,0,0,0,0,0,1899,0,0,0,0,0,0,0,12,0,6,0,0,0,0,1,0,0,0,0,0,0,0,6637,0,0,0,0,0,0,0,0,0,3,0,0,0,4
"Cluster_9673,contig_0 consensus mapping",392,145,211,169,169,0,0,3,0,0,2,0,0,0,0,0,0,0,1265,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Cluster_33148,contig_0 consensus mapping",393,162,201,236,167,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_972,contig_0 consensus mapping",232,108,146,112,83,0,0,0,0,0,0,0,1114,350,0,0,5,0,0,0,0,0,1,0,0,0,2,0,3,0,0,3693,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"Cluster_19918,contig_0 consensus mapping",134,92,78,75,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1647,0,2,0,0,0,0,0,0,0,331
"Cluster_24492,contig_0 consensus mapping",300,143,169,154,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_12479,contig_0 consensus mapping",278,139,175,164,110,3,0,0,3,0,0,3,2008,0,0,0,0,0,0,3,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3071
"Cluster_23528,contig_0 consensus mapping",317,123,203,145,155,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,14968,0,0,0,0,12,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12,0
"Cluster_372,contig_0 consensus mapping",191,95,125,105,83,0,0,0,0,0,0,0,0,165,0,0,0,0,546,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,869,0,0,0,1,0,0,0,0,0
"Cluster_15689,contig_0 consensus mapping",318,127,166,166,124,0,0,0,0,0,0,1408,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"Cluster_744,contig_0 consensus mapping",305,155,158,145,145,0,7,0,0,14582,0,0,0,0,0,923,0,14,0,0,0,0,0,20,0,1,0,10,0,0,0,0,10,0,0,0,0,0,2,0,1,1,4,0,0,0,0,0,0
"Cluster_30680,contig_0 consensus mapping",309,130,152,172,138,0,0,0,0,0,0,4,0,960,16,0,1,225,0,17,5,7,0,0,17542,0,0,1,26,14,0,0,0,0,1,0,0,12,0,0,0,0,0,0,7,0,0,5,8392
"Cluster_23221,contig_0 consensus mapping",302,125,162,148,138,0,2,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,1178,0,0,0,5132,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
"Cluster_19311,contig_0 consensus mapping",278,158,145,143,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_3008,contig_0 consensus mapping",319,146,187,166,123,0,0,0,0,0,0,0,0,0,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_16987,contig_0 consensus mapping",333,115,156,167,119,0,0,0,0,0,0,0,0,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Cluster_4464,contig_0 consensus mapping",283,119,146,140,98,0,0,2,0,0,0,0,0,8,393,0,0,159,2120,0,1,0,0,11,1,0,0,0,10,1,0,0,0,2,0,0,14,0,0,0,0,0,0,1,0,1,14874,0,0
"Cluster_232,contig_0 consensus mapping",282,144,206,159,126,0,1,0,0,5,1,0,0,258,650,0,1,5,2,0,0,0,0,0,0,0,0,3,0,0,0,0,4635,1342,0,0,3,0,0,0,0,0,3,1,0,0,0,0,0
"Cluster_366,contig_0 consensus mapping",304,129,171,164,124,0,0,1,0,6,1,0,0,243,654,0,2,3,2,1,2,0,0,1,0,0,0,2,1,0,0,0,4523,1281,0,0,3,1,0,0,0,0,4,1,0,0,0,0,0
"Cluster_26422,contig_0 consensus mapping",247,115,132,124,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_32,contig_0 consensus mapping",189,109,110,98,79,0,0,0,0,0,2,0,0,202,0,0,2,0,571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,883,0,0,0,0,0,0,0,0,0
"Cluster_20523,contig_0 consensus mapping",275,122,156,172,111,1,0,0,2,0,0,0,2,2165,0,0,0,1,0,0,0,0,0,2,0,0,0,0,12,0,0,1,0,0,0,1821,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_1316,contig_0 consensus mapping",196,100,131,108,94,3,0,0,1,0,0,0,2,1497,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1442,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_81,contig_0 consensus mapping",193,93,110,114,92,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_3095,contig_0 consensus mapping",297,145,191,148,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2304
"Cluster_15428,contig_0 consensus mapping",183,92,97,121,82,0,0,1,0,0,3,0,0,0,0,11,1,0,718,0,1,0,0,0,0,17,0,0,1,0,13236,0,0,1,0,0,0,0,1987,0,13,0,0,0,0,0,0,0,0
"Cluster_30871,contig_0 consensus mapping",195,100,123,117,96,0,0,0,1,0,0,0,710,0,0,616,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_31741,contig_0 consensus mapping",236,126,129,145,113,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,546,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Cluster_18396,contig_0 consensus mapping",259,109,136,116,92,2,0,0,2,0,0,0,4185,726,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,2,0,0,0
"Cluster_15305,contig_0 consensus mapping",161,88,102,101,61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_23193,contig_0 consensus mapping",266,133,151,149,100,0,0,0,0,0,0,1309,1169,1010,5,0,0,0,0,41,0,35115,0,3,3,0,1,0,3,2,0,0,0,0,20,0,1,2461,0,0,0,0,0,0,17,0,1,1,25
"Cluster_6569,contig_0 consensus mapping",305,115,175,174,130,3,0,0,4,0,0,0,5519,2048,0,0,529813,1,0,1,0,0,5,1,0,0,342,0,7,0,0,238,0,0,0,2,0,0,0,349,0,212,0,0,0,3,0,0,0
"Cluster_23782,contig_0 consensus mapping",224,99,135,105,88,0,0,0,0,0,0,0,0,0,0,957,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Cluster_11336,contig_0 consensus mapping",310,120,188,155,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cluster_13814,contig_0 consensus mapping",291,94,151,155,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571
"Cluster_14851,contig_0 consensus mapping",116,54,70,65,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_31668,contig_0 consensus mapping",151,77,68,65,72,0,0,0,0,0,0,0,0,355,0,0,3,127,228,0,0,2,0,0,0,0,1,0,0,0,0,4391,0,0,1687,0,0,0,0,1,0,2,0,0,1,0,0,0,2
"Cluster_26076,contig_0 consensus mapping",254,98,172,122,97,1,0,0,0,0,0,0,1550,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_11194,contig_0 consensus mapping",239,114,157,126,111,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,5092,0
"Cluster_13568,contig_0 consensus mapping",110,67,71,71,52,1,1,0,0,3,0,1,248,7,0,1085,0,6,0,0,0,0,1,0,0,1,0,5208,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
"Cluster_587,contig_0 consensus mapping",72,52,50,44,27,0,0,0,0,0,0,0,0,0,0,179,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,949,0,0,0,0,0,0,0,1,4415,0,0,0,0,0,0,0,0
"Cluster_16640,contig_0 consensus mapping",230,91,126,118,113,0,0,0,0,0,0,0,0,1991,0,0,144414,0,0,3,0,1,0,2,0,0,77,0,12,0,0,43,0,0,0,0,0,0,0,81,0,44,0,0,0,0,0,0,1023
"Cluster_28432,contig_0 consensus mapping",234,103,137,135,94,0,7,0,0,5,0,1225,0,11,0,0,0,2,0,1,0,1,0,0,0,0,5,7087,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Cluster_27465,contig_0 consensus mapping",272,114,159,135,100,0,0,0,0,0,0,0,0,0,0,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cluster_10114,contig_0 consensus mapping",231,122,143,108,98,0,6,0,0,4,0,1265,0,7,0,0,0,5,0,1,0,0,0,0,0,0,7,7007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
"Cluster_27419,contig_0 consensus mapping",226,93,151,103,111,0,5,0,0,5,0,1178,0,8,0,0,0,4,0,1,0,2,0,0,0,0,11,7205,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"Cluster_6521,contig_0 consensus mapping",260,93,125,134,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"Cluster_21165,contig_0 consensus mapping",290,111,161,151,127,0,0,0,0,0,0,0,0,1668,0,0,11,86,0,0,0,0,0,0,0,3,4,0,9,0,0,3,0,0,0,0,1,0,0,6342,0,4,0,0,0,0,0,0,0
"Cluster_3760,contig_0 consensus mapping",239,113,156,97,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_23654,contig_0 consensus mapping",225,85,129,125,88,0,1,0,0,0,1,1,0,3075,1633,0,0,948,0,0,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_32798,contig_0 consensus mapping",237,99,106,112,92,0,2,0,0,6,0,1257,0,3,0,0,0,6,0,2,0,0,0,0,0,0,5,7004,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
"Cluster_10201,contig_0 consensus mapping",184,82,94,83,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cluster_7221,contig_0 consensus mapping",278,107,116,99,101,0,3,2,0,5,7270,0,1,0,2,0,2,10,9,0,6,0,0,0,0,0,0,4,4,0,0,0,5,2,0,0,0,0,0,0,0,0,6150,2,0,0,4,0,0
"Cluster_17787,contig_0 consensus mapping",255,110,153,151,112,0,0,0,0,0,0,4351,0,0,6,0,0,0,0,7,0,4,0,0,6,0,0,0,0,6,0,0,0,0,1,0,0,3,0,0,0,0,0,2,1,0,0,6102,2
"Cluster_23876,contig_0 consensus mapping",117,50,72,61,47,2,0,0,1,0,1,0,2,10,0,0,4,0,535,0,1,0,3324,11,0,0,2,0,20,0,0,2,0,0,0,0,4,0,0,3,0,3159,0,0,0,1,17567,0,0
"Cluster_458,contig_0 consensus mapping",144,63,65,68,57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_11096,contig_0 consensus mapping",209,107,114,119,91,0,1,0,0,1,3,0,0,0,0,0,1,2,1745,0,0,2,0,0,0,0,0,2,4,0,0,0,1722,2,1372,0,3,0,0,0,0,0,1,0,1,0,0,0,3
"Cluster_17177,contig_0 consensus mapping",286,144,169,168,144,0,13,0,0,12513,0,0,0,0,0,0,2,12,0,0,0,0,0,9,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"Cluster_13004,contig_0 consensus mapping",174,68,89,87,67,0,2,0,0,5,0,0,0,7,0,2055,5,7,0,0,0,0,1,676,0,2,1,6282,0,0,0,1,1,0,0,0,0,0,0,2678,0,3,1,0,0,0,0,0,0
"Cluster_12919,contig_0 consensus mapping",230,114,129,157,116,0,0,0,0,0,0,0,0,0,897,0,3,0,0,61,0,0,1,0,3,0,4,0,3,0,0,2,0,0,0,0,0,0,0,2597,0,2,0,0,0,0,0,1,0
"Cluster_17379,contig_0 consensus mapping",167,84,97,108,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_14544,contig_0 consensus mapping",186,101,114,118,63,0,0,0,0,0,0,0,0,0,0,0,10,109,0,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cluster_7840,contig_0 consensus mapping",226,108,156,128,92,0,0,45,0,0,37,0,0,0,0,0,0,0,2192,0,40,0,0,0,0,0,0,0,2,0,0,0,0,17,0,0,0,0,0,0,0,0,0,35465,0,2,0,17,0
"Cluster_5020,contig_0 consensus mapping",286,131,163,146,101,0,0,0,0,0,0,0,0,0,0,1469,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_14669,contig_0 consensus mapping",218,104,151,98,100,0,0,0,1,0,0,3,1796,0,0,0,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,4,0,0,0,4376
"Cluster_13,contig_0 consensus mapping",185,97,133,133,85,0,0,0,0,0,0,0,0,0,1750,0,196,0,0,0,0,0,0,0,0,0,258600,2,0,1,0,87,0,0,0,0,0,2,0,158,0,84,0,0,0,0,0,1,0
"Cluster_29231,contig_0 consensus mapping",200,81,107,97,93,8,0,0,4,0,0,0,9867,0,0,0,10,0,0,0,0,0,4,0,0,0,6,0,0,0,0,9637,1,0,0,0,0,0,0,9,0,4,0,0,0,1,0,0,0
"Cluster_27797,contig_0 consensus mapping",221,105,110,113,81,0,0,0,0,0,0,0,0,0,6,0,0,351,0,0,0,0,0,0,1,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3927,0
"Cluster_26222,contig_0 consensus mapping",252,91,96,120,82,0,0,0,0,0,0,0,0,1374,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_31260,contig_0 consensus mapping",228,100,117,116,84,10,6,0,5,4,0,0,9,3458,0,2,1,5,0,0,0,2,8336,4,0,8,0,3,5,0,8025,0,7811,0,0,1,11,0,8,0,9,0,6,0,0,6,1,0,0
"Cluster_8838,contig_0 consensus mapping",223,99,131,137,119,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,464,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Cluster_162,contig_0 consensus mapping",192,76,123,106,83,0,0,0,0,0,0,1090,3,0,0,3278,0,0,0,2,0,1,1,2,0,5,0,0,0,0,1,0,0,0,0,1724,0,0,1,0,2,0,0,0,0,0,0,0,1
"Cluster_2470,contig_0 consensus mapping",223,85,125,89,89,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Cluster_17844,contig_0 consensus mapping",223,78,111,111,82,0,0,11,0,1,5417,0,0,0,11,1,0,418,3,0,3,0,0,0,9,0,0,0,0,14891,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0
"Cluster_4471,contig_0 consensus mapping",150,82,88,95,85,0,0,0,0,0,0,2125,0,0,0,0,0,0,5,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,2,0,0,0,1
"Cluster_31493,contig_0 consensus mapping",186,94,82,79,69,2,0,0,0,0,0,1069,873,7,0,0,0,0,0,1,0,0,1,5772,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,0,0
"Cluster_24138,contig_0 consensus mapping",155,73,88,78,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_13329,contig_0 consensus mapping",275,94,137,126,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_20037,contig_0 consensus mapping",240,100,136,118,92,3,0,0,3,0,0,30,3,932,3,2148,2,0,0,35,1,37190,7,0,3,2,0,0,2,1,0,0,0,2,10,4910,0,3567,1,0,3,0,0,0,16,1,0,1,2008
"Cluster_18221,contig_0 consensus mapping",185,94,116,104,72,0,0,27,0,0,23,0,0,5,0,1658,0,0,35,0,23,0,0,7438,0,2,0,0,4,0,0,0,0,14,0,0,4,0,0,0,0,0,0,23687,1,3,4,4,0
"Cluster_13335,contig_0 consensus mapping",193,94,117,116,74,0,0,0,0,0,0,0,0,948,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_15897,contig_0 consensus mapping",201,100,135,146,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,1046,0,0,0,2908,0,1,0,0,0,0,0,0,0
"Cluster_403,contig_0 consensus mapping",145,57,77,80,68,1,0,0,0,0,0,0,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_30365,contig_0 consensus mapping",209,122,102,110,74,31,32,0,12,25,0,0,26,0,0,0,1,18,0,0,1,1,27380,0,0,0,0,17,0,0,0,0,10,0,0,13,0,0,0,0,0,0,21446,1,0,9,27,0,0
"Cluster_256,contig_0 consensus mapping",187,100,121,106,82,0,0,0,0,0,0,815,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Cluster_9462,contig_0 consensus mapping",205,90,103,105,103,0,0,0,0,0,0,4278,0,0,0,1710,1,0,0,4,0,2,0,0,0,1,0,0,5,0,1,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,2
"Cluster_12006,contig_0 consensus mapping",145,71,84,64,53,0,0,0,1,0,0,1,734,0,898,0,1,0,0,1174,0,0,1,0,2,0,2,0,1,0,0,0,0,0,1,0,0,1,0,2637,0,0,0,0,0,0,0,1,2
"Cluster_30105,contig_0 consensus mapping",198,68,108,97,96,0,0,0,0,0,0,0,0,1,0,0,0,0,1063,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_15277,contig_0 consensus mapping",157,70,112,89,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_17472,contig_0 consensus mapping",301,118,144,159,116,0,1,0,0,2,0,2,0,0,0,0,1,1334,0,7,0,4,0,0,2,0,0,3,1,0,0,0,0,1,1,0,0,1037,0,0,0,0,0,0,1,0,0,1,3014
"Cluster_11116,contig_0 consensus mapping",246,76,143,127,96,0,0,0,0,0,0,956,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"Cluster_25212,contig_0 consensus mapping",167,64,107,77,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Cluster_12899,contig_0 consensus mapping",177,97,87,109,90,0,0,0,0,1,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_5958,contig_0 consensus mapping",216,87,120,117,102,0,0,0,0,0,0,0,0,0,0,1185,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_24809,contig_0 consensus mapping",126,54,91,51,52,2,0,0,0,0,0,0,1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cluster_1701,contig_0 consensus mapping",133,79,87,77,77,0,0,0,0,0,0,19,0,0,0,0,0,0,0,26,0,23814,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10,0,0,0,9
